screen_name,profile_image_url,location,created_time,text
豪豪豪豪iiz,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.50/008uoF99ly8hikkfa7jxzj30u00u0taz.jpg?KID=imgbed,tva&Expires=1696923148&ssig=IXSCcS2rL5",山东 烟台,Thu Sep 28 16:22:37  2023,这还是管号吗omg[衰][衰][衰][衰]
谐霸,"https://tvax3.sinaimg.cn/crop.0.0.996.996.50/006pK84oly8gj1k95senyj30ro0road5.jpg?KID=imgbed,tva&Expires=1696923148&ssig=LZHP6SRfSm",广东 江门,Thu Sep 28 16:48:26  2023,我看是做梦大使
饱饱YUE-,"https://tvax1.sinaimg.cn/crop.0.0.512.512.50/0075tANGly8hdxxlrqgalj30e80e80t3.jpg?KID=imgbed,tva&Expires=1696923148&ssig=GrwqN5I3qD",其他,Thu Sep 28 16:24:06  2023,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
YG_BABYMONSTER_Asian,"https://tvax2.sinaimg.cn/crop.0.0.1023.1023.50/006Hz6hgly8h9oo5hvjnnj30sg0sfgmf.jpg?KID=imgbed,tva&Expires=1696923148&ssig=9FZe67deVS",北京 朝阳区,Sat Sep 30 15:04:20  2023,你是日货[怒骂]
萝卜炒年糕2,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.50/006AJBTjly8gdvdxnl5mij30ru0rudhp.jpg?KID=imgbed,tva&Expires=1696923148&ssig=%2BLL%2BLhKlog",河南 洛阳,Fri Sep 29 15:02:19  2023,白象
蓝忘机偷的鸡,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/007lv9Hbly8h3c6auqw75j30u00u0tav.jpg?KID=imgbed,tva&Expires=1696923148&ssig=IS1v8dIrlg",其他,Thu Sep 28 16:41:20  2023,国货最爱蜂花
九朵六朵云,"https://tvax2.sinaimg.cn/crop.0.0.1023.1023.50/c1fa9799ly8hdgtpogvlij20sg0sfgn7.jpg?KID=imgbed,tva&Expires=1696923148&ssig=9ynU7Sa90q",其他,Mon Oct 02 15:56:12  2023,蜂花
许如愿_,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/006RBri4ly8hihwsvvjbrj30u00u0wiz.jpg?KID=imgbed,tva&Expires=1696923149&ssig=13FxdovvP2",上海 浦东新区,Sun Oct 01 10:19:16  2023,花西子发疯  我陪她疯  再说她一句试试 ​​​
银河系小迷糊,"https://tvax2.sinaimg.cn/crop.0.0.750.750.50/63b57daely8fr890260ezj20ku0kuab9.jpg?KID=imgbed,tva&Expires=1696923149&ssig=74%2FfEYTawm",天津,Sat Sep 30 23:51:13  2023,喜欢 郁美净[心]万紫千红[心]
全面建成小康社会DCq,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.50/008xX0rqly8hcoqv9mkeaj30u00u0adt.jpg?KID=imgbed,tva&Expires=1696923149&ssig=Oyt%2FfLTKBb",陕西,Sat Sep 30 14:26:37  2023,一根得力自动铅笔能用一年以上没问题，一根花西子眉笔2个月没了[doge]
Yixxo-,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.50/008vdpFnly8hh8108gcgoj30u00u0q6s.jpg?KID=imgbed,tva&Expires=1696923149&ssig=ZBZUPniToC",广东,Sat Sep 30 12:28:34  2023,希望国货可以越做越好，然后价格可以适当下调，理解下老百姓😭，然后我觉得眉笔的颜色可以适当贴合一下下肤色，不知道是不是我太黑了😔然后量可以适当多点，不然好快就用完了呜呜#我有一个梦想# //@花西子Florasis:#我有一个梦想#
等我上岸就去找白敬亭,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/006dHOSPly8hgkok20605j30u00u075d.jpg?KID=imgbed,tva&Expires=1696923149&ssig=XIeqz%2BNmUw",辽宁,Sat Sep 30 09:02:02  2023,哈哈哈哈哈哈哈
